编号,实体1,关系,实体2
2911,金尚,brother,未知
1682,巴祗,brother,未知
826,宋宪,brother,未知
1460,周宣,brother,未知
1550,段珪,brother,未知
5814,马武,brother,未知
3769,尚弘,brother,未知
4290,王邑,brother,未知
3340,鲁馗,brother,未知
2970,赖厷,brother,未知
6075,刘氏[曹操妾],brother,未知
5138,张峻,brother,未知
914,武宣皇后,brother,卞秉
3813,石虎,brother,未知
4988,爰邵,brother,未知
4674,薛勤,brother,未知
4671,薛兰,brother,未知
252,蒋济,brother,未知
5795,周氏,brother,周循
5795,周氏,brother,周胤
237,向宠,brother,向充
3562,潘勖,brother,未知
1602,皇甫郦,brother,未知
1488,庞林,brother,庞统
912,鲍隆,brother,未知
5689,乌桓触,brother,未知
102,乐綝,brother,未知
2557,郭智,brother,未知
79,黄盖[吴],brother,未知
613,车胄,brother,未知
3729,任尚,brother,未知
1122,魏邈,brother,未知
992,皇甫闿,brother,未知
4426,步夫人,brother,未知
669,纪灵,brother,未知
1796,曹恒,brother,未知
5714,潘遂,brother,未知
2534,郭泰,brother,未知
591,杨任,brother,未知
1059,宁随,brother,未知
737,尹默,brother,未知
2001,成倅,brother,未知
1610,宋白,brother,未知
6025,邓贤[魏],brother,未知
856,秦宓,brother,未知
2307,冯楷,brother,未知
2136,丁立,brother,未知
2141,丁咸,brother,未知
1043,吕常[魏],brother,未知
848,沈莹,brother,未知
1044,吕公,brother,未知
5746,邓程,brother,未知
1018,李鹏,brother,未知
915,蔡氏[刘表妻],brother,蔡氏
915,蔡氏[刘表妻],brother,蔡瑁
1309,何宗,brother,未知
85,周循,brother,周胤
85,周循,brother,周氏
1609,董超,brother,未知
265,李典,brother,未知
1022,李歆,brother,未知
724,朱异,brother,未知
1297,许慈,brother,未知
976,何曼,brother,未知
171,孟建,brother,未知
420,陈寿,brother,未知
1418,李福,brother,未知
1756,蔡氏[刘表妻妹],brother,未知
5428,周景,brother,未知
2099,邓龙,brother,未知
63,马良,brother,马谡
5919,李斯,brother,未知
2403,耿纯,brother,未知
820,王允,brother,王晨
820,王允,brother,王陵之父
606,廖立,brother,未知
275,张松[刘璋],brother,张肃
439,冯习,brother,未知
5322,甄像,brother,未知
210,程银,brother,未知
5020,袁绥,brother,未知
16,张郃,brother,未知
3131,凌封,brother,凌烈
5089,张敦,brother,未知
3500,孟玖,brother,未知
1446,波才,brother,未知
493,韩浩,brother,未知
6021,要离,brother,未知
3345,鲁芝,brother,未知
23,丁奉,brother,丁封
191,张宝,brother,张角
191,张宝,brother,张梁
1242,孙观,brother,孙康
598,阎象,brother,未知
158,朱灵,brother,未知
295,陈武,brother,未知
51,羊祜,brother,羊发
51,羊祜,brother,羊承
384,张卫,brother,张鲁
1021,李通[魏],brother,未知
859,司马攸,brother,司马炎
859,司马攸,brother,司马兆
859,司马攸,brother,司马定国
859,司马攸,brother,司马广德
859,司马攸,brother,司马鉴
859,司马攸,brother,司马机
859,司马攸,brother,司马永祚
859,司马攸,brother,司马延祚
859,司马攸,brother,京兆公主
840,司马炎,brother,司马攸
840,司马炎,brother,司马兆
840,司马炎,brother,司马定国
840,司马炎,brother,司马广德
840,司马炎,brother,司马鉴
840,司马炎,brother,司马机
840,司马炎,brother,司马永祚
840,司马炎,brother,司马延祚
840,司马炎,brother,京兆公主
1530,郭大贤,brother,未知
268,公孙续,brother,未知
917,蔡琰,brother,蔡贞姬
864,祖茂,brother,未知
4162,王敦,brother,未知
4421,吴五,brother,未知
1251,魏讽,brother,未知
1312,王谋,brother,未知
891,忙牙长,brother,未知
494,杨松,brother,杨柏
100,臧霸,brother,未知
1156,杨琦,brother,未知
5703,卫仲道,brother,未知
609,金环三结,brother,未知
1328,李密,brother,未知
2938,康植,brother,未知
1388,邴原,brother,无
5685,郭常,brother,未知
5675,董重,brother,未知
1531,张虎[刘表],brother,未知
360,孙亮,brother,孙登
360,孙亮,brother,孙虑
360,孙亮,brother,孙和
360,孙亮,brother,孙霸
360,孙亮,brother,孙奋
360,孙亮,brother,孙休
360,孙亮,brother,孙鲁班
360,孙亮,brother,孙鲁育
360,孙亮,brother,孙登[吴]
360,孙亮,brother,孙虑[孙权子]
360,孙亮,brother,孙氏[刘纂妻]
5674,南华老仙,brother,未知
3684,区景,brother,未知
6065,孙氏[朱纪妻],brother,孙绍[孙策子]
6065,孙氏[朱纪妻],brother,孙氏[陆逊妻]
6065,孙氏[朱纪妻],brother,孙氏[顾邵妻]
4373,文恭,brother,未知
1186,钟离牧,brother,钟离骃
1087,苏由,brother,未知
5702,董祀,brother,未知
235,曹遵,brother,未知
544,于吉,brother,未知
5715,韩祯,brother,未知
4006,孙鲁育,brother,孙霸
4006,孙鲁育,brother,孙登[吴]
4006,孙鲁育,brother,孙休
4006,孙鲁育,brother,孙和
4006,孙鲁育,brother,孙亮
4006,孙鲁育,brother,孙鲁班
4006,孙鲁育,brother,孙虑[孙权子]
4006,孙鲁育,brother,孙奋
4006,孙鲁育,brother,孙氏[刘纂妻]
4551,谢谭,brother,未知
1113,王祥,brother,未知
1169,张曼成,brother,未知
3536,那楼,brother,未知
2520,郭凯,brother,未知
1016,李蒙,brother,未知
1399,鲍勋,brother,鲍邵
5237,张裕,brother,未知
1125,吴景,brother,吴国太
4450,舞阳君,brother,未知
224,逢纪,brother,未知
133,于禁,brother,未知
2439,宫崇,brother,未知
296,阎行,brother,未知
154,全尚,brother,未知
139,程普,brother,未知
5600,吴硕[吴],brother,未知
580,边章,brother,未知
310,大乔,brother,小乔
2630,何茂,brother,未知
4419,吴硕[东汉],brother,未知
317,张悌,brother,未知
1626,王越,brother,未知
5307,赵莋,brother,未知
1775,曹不兴,brother,未知
3053,李盛,brother,未知
5809,黄盖[东汉],brother,未知
1566,刘先,brother,未知
5616,孙谦[魏],brother,未知
1486,荀粲,brother,荀恽  荀俣  荀诜  荀顗
1486,荀粲,brother,荀顗
1486,荀粲,brother,荀恽
1486,荀粲,brother,荀诜
1486,荀粲,brother,荀俣
65,沙摩柯,brother,未知
1107,王凌,brother,王晨
2005,成何,brother,未知
242,戏志才,brother,未知
5305,赵咨[吴],brother,未知
5677,赵萌,brother,未知
5437,周尚,brother,未知
5704,夏侯存,brother,未知
131,蔡瑁,brother,蔡氏
131,蔡瑁,brother,蔡夫人
131,蔡瑁,brother,蔡氏[刘表妻]
452,桥玄,brother,未知
2585,韩世雄,brother,未知
1073,任峻,brother,未知
277,罗宪,brother,罗式
314,司马昭,brother,司马师
314,司马昭,brother,司马榦
314,司马昭,brother,司马亮
314,司马昭,brother,司马伷
314,司马昭,brother,司马京
314,司马昭,brother,司马骏
314,司马昭,brother,司马肜
314,司马昭,brother,司马伦
314,司马昭,brother,司马干
314,司马昭,brother,司马氏[荀霬妻]
259,赵统,brother,赵广
1503,许汜,brother,未知
1150,杨洪,brother,未知
4854,杨综,brother,未知
5275,赵岐,brother,未知
5946,吴押狱,brother,未知
1060,庞柔,brother,庞德
6045,孟达[魏],brother,未知
1474,马秋,brother,马承
1474,马秋,brother,马氏
244,夏侯楙,brother,夏侯充
244,夏侯楙,brother,夏侯子臧
244,夏侯楙,brother,夏侯子江
889,雷铜,brother,未知
358,孙皓,brother,孙德
358,孙皓,brother,孙俊[孙和子]
358,孙皓,brother,孙谦[孙和子]
358,孙皓,brother,孙氏[陆景妻]
1095,陶璜,brother,陶濬
1095,陶璜,brother,陶抗
3320,柳荣,brother,未知
5886,卫青,brother,未知
3616,彭虎,brother,未知
5516,诸葛虔,brother,未知
143,曹真,brother,曹彬
143,曹真,brother,曹彬[曹真弟]
5915,刘苌,brother,未知
828,卑衍,brother,未知
3019,李虎,brother,未知
1510,秦宜禄,brother,未知
5699,马汉,brother,未知
4645,许韶,brother,未知
1306,赖恭,brother,未知
5593,许允[魏],brother,未知
1149,杨阜,brother,未知
1106,王楷,brother,未知
3323,柳朱,brother,未知
773,张布,brother,张惇
773,张布,brother,张恂
3186,刘郃,brother,未知
1052,马云騄,brother,马超
1052,马云騄,brother,马休
1052,马云騄,brother,马铁
1052,马云騄,brother,马岱
5691,陈孙,brother,未知
752,千万,brother,未知
5291,赵彦,brother,未知
128,刘磐,brother,未知
911,阿贵,brother,未知
2857,贾习,brother,未知
5859,晋文公,brother,未知
4661,许芝,brother,未知
213,梁兴,brother,未知
1296,周群,brother,未知
228,荀谌,brother,荀彧
3218,刘宁,brother,未知
1814,曹廉,brother,未知
5694,戈定,brother,未知
5526,诸葛原,brother,未知
3199,刘隽,brother,未知
5300,赵直,brother,未知
5061,翟素,brother,未知
1192,朱光,brother,未知
1473,刘瓒,brother,刘璿  刘瑶  刘琮   刘谌  刘恂  刘璩
1473,刘瓒,brother,刘谌
1473,刘瓒,brother,刘璿
1473,刘瓒,brother,刘琮[刘禅子]
1473,刘瓒,brother,刘璩
1473,刘瓒,brother,刘恂
1473,刘瓒,brother,刘瑶
1473,刘瓒,brother,刘氏[诸葛瞻妻]
204,马铁,brother,马超
204,马铁,brother,马休
204,马铁,brother,马云騄
3081,李意其,brother,未知
429,陶谦,brother,未知
1754,蔡林,brother,未知
2658,和连,brother,未知
269,关统,brother,关彝
1136,修则,brother,未知
5671,潘隐,brother,未知
1557,淳于丹,brother,未知
1639,杨暨,brother,未知
1252,郭援,brother,未知
4967,虞翔,brother,未知
3599,裴茂,brother,未知
1020,李胜,brother,未知
1855,曹询,brother,未知
1513,黄琬,brother,黄瓒
5875,马援,brother,未知
299,步骘,brother,未知
107,严白虎,brother,严舆
2104,邓铜,brother,未知
2868,江宫,brother,未知
744,阎柔,brother,阎志
2794,黄龙罗,brother,未知
1625,曹永,brother,未知
5299,赵祗,brother,未知
2703,胡邈,brother,未知
5701,赵颜,brother,未知
1193,诸葛乔,brother,诸葛恪
1193,诸葛乔,brother,诸葛融
1193,诸葛乔,brother,诸葛瞻
157,杨仪,brother,杨虑
4860,姚信,brother,未知
1425,何颙,brother,未知
1300,刘敏,brother,未知
3747,阮氏,brother,未知
630,胡车儿,brother,未知
5935,西施,brother,未知
3449,马融,brother,未知
806,张鲁,brother,张卫
1590,李暹,brother,未知
4654,许晏,brother,未知
1228,卑弥呼,brother,未知
2830,吉茂,brother,未知
4926,孝仁皇后,brother,未知
7,陈泰,brother,未知
1601,韩珩,brother,未知
5682,王垕,brother,未知
592,张纯[东汉],brother,未知
2806,黄叙,brother,未知
1784,曹德,brother,曹操
543,华佗,brother,未知
136,刘馥,brother,未知
2713,胡文才,brother,未知
294,田豫[魏],brother,未知
1339,吉本,brother,未知
5424,周奂,brother,未知
5302,赵忠,brother,未知
6048,王朗[魏],brother,未知
679,田续,brother,未知
1295,王连,brother,未知
771,赵弘,brother,未知
1635,陈生,brother,未知
5668,吴国太,brother,未知
644,曹豹,brother,未知
3129,临汾公主,brother,曹冏[曹叡子]
3129,临汾公主,brother,曹穆
3129,临汾公主,brother,曹殷
3129,临汾公主,brother,曹淑
3129,临汾公主,brother,齐长公主
4141,王表,brother,未知
937,邓良,brother,无
4430,徐夫人,brother,徐矫
4430,徐夫人,brother,徐祚
1045,吕建,brother,未知
1178,赵岑,brother,未知
5164,张权,brother,未知
5465,朱恩,brother,未知
793,张让,brother,未知
1615,伍孚,brother,未知
1806,曹据,brother,曹植
1806,曹据,brother,曹彰
1806,曹据,brother,曹昂
1806,曹据,brother,曹冲
1806,曹据,brother,曹熊
1806,曹据,brother,曹丕
1806,曹据,brother,曹宇
1806,曹据,brother,曹华
1806,曹据,brother,曹节[献穆皇后]
1806,曹据,brother,曹衮
1806,曹据,brother,曹林
1806,曹据,brother,曹茂
1806,曹据,brother,安阳公主
1806,曹据,brother,曹彪
1806,曹据,brother,曹干
1806,曹据,brother,曹徽
1806,曹据,brother,曹矩
1806,曹据,brother,曹均
1806,曹据,brother,曹峻
1806,曹据,brother,曹铄
1806,曹据,brother,曹玹
1806,曹据,brother,曹乘
1806,曹据,brother,曹棘
1806,曹据,brother,曹京
1806,曹据,brother,曹上
1806,曹据,brother,曹整
1806,曹据,brother,金乡公主
1806,曹据,brother,曹宪
5534,卓氏,brother,未知
1097,田章,brother,未知
5180,张顺,brother,未知
1069,秦明,brother,秦朗
1570,普净,brother,未知
5211,张雅,brother,未知
1050,马宇,brother,未知
3955,孙奉,brother,未知
823,田畴,brother,未知
126,黄祖,brother,未知
3036,李利,brother,未知
2675,弘咨,brother,未知
2111,邓禹,brother,未知
111,费祎,brother,未知
311,贾逵[魏],brother,未知
1642,石崇,brother,未知
3526,缪袭,brother,未知
6119,华佗妻,brother,未知
667,鄂焕,brother,未知
401,王朗[司徒],brother,未知
5246,张陟,brother,未知
3467,马玉,brother,未知
5412,周毖,brother,未知
3000,李崇,brother,未知
5672,唐妃,brother,未知
140,凌操,brother,未知
10,刘虞,brother,未知
24,孙坚,brother,孙羌
24,孙坚,brother,孙静
684,裴元绍,brother,未知
1013,李珪,brother,未知
4431,吴资,brother,未知
547,韩玄,brother,未知
4393,吴霸,brother,未知
432,贾充,brother,贾混
315,霍峻,brother,霍笃
672,司马师,brother,司马昭
672,司马师,brother,司马榦
672,司马师,brother,司马亮
672,司马师,brother,司马伷
672,司马师,brother,司马京
672,司马师,brother,司马骏
672,司马师,brother,司马肜
672,司马师,brother,司马伦
672,司马师,brother,司马干
672,司马师,brother,司马氏[荀霬妻]
2891,蒋秀,brother,未知
2108,邓飏,brother,未知
1567,周不疑,brother,未知
5212,张延,brother,未知
1501,唐周,brother,未知
223,高览,brother,未知
69,文聘,brother,未知
2510,郭恩,brother,未知
301,郝昭,brother,未知
5894,蒙恬,brother,未知
2253,法衍,brother,未知
4146,王昌,brother,未知
697,吕范,brother,未知
4284,王琰,brother,未知
736,桓范,brother,未知
80,荀攸,brother,未知
770,王昶,brother,未知
699,刘晔,brother,刘涣
1604,龚起,brother,未知
546,王浑[西晋],brother,王深
546,王浑[西晋],brother,王湛
2519,郭景图,brother,未知
302,陈宫,brother,未知
1586,周平,brother,周泰
1371,梅成,brother,未知
965,毌丘秀,brother,毌丘俭
755,虞翻,brother,未知
1509,穆皇后,brother,吴懿
1427,吴匡,brother,未知
550,士孙瑞,brother,未知
76,王基,brother,未知
5238,张约,brother,未知
718,徐邈,brother,未知
5690,张武,brother,未知
1403,庞宏,brother,无
4440,伍朝,brother,未知
1670,吕霸,brother,吕琮
1670,吕霸,brother,吕睦
165,刘放,brother,未知
6049,田豫[司空掾],brother,未知
5255,赵安,brother,未知
336,刘协,brother,刘辩
336,刘协,brother,刘公主
6086,毕岚,brother,未知
240,夏侯和,brother,夏侯衡
240,夏侯和,brother,夏侯霸
240,夏侯和,brother,夏侯称
240,夏侯和,brother,夏侯威
240,夏侯和,brother,夏侯荣
240,夏侯和,brother,夏侯惠
288,陆抗,brother,陆延
4503,夏牟,brother,未知
1426,何苗,brother,何进
3819,史阿,brother,未知
4245,王叡,brother,未知
2079,单甫,brother,未知
946,董璜,brother,未知
2342,傅玄,brother,未知
685,马钧,brother,未知
4995,袁綝,brother,未知
2107,邓玄之,brother,未知
47,曹植,brother,曹昂
47,曹植,brother,曹丕
47,曹植,brother,曹彰
47,曹植,brother,曹熊
47,曹植,brother,曹冲
47,曹植,brother,曹宇
47,曹植,brother,曹华
47,曹植,brother,曹节[献穆皇后]
47,曹植,brother,曹衮
47,曹植,brother,曹林
47,曹植,brother,曹茂
47,曹植,brother,安阳公主
47,曹植,brother,曹彪
47,曹植,brother,曹干
47,曹植,brother,曹徽
47,曹植,brother,曹矩
47,曹植,brother,曹据
47,曹植,brother,曹均
47,曹植,brother,曹峻
47,曹植,brother,曹铄
47,曹植,brother,曹玹
47,曹植,brother,曹乘
47,曹植,brother,曹棘
47,曹植,brother,曹京
47,曹植,brother,曹上
47,曹植,brother,曹整
47,曹植,brother,金乡公主
47,曹植,brother,曹宪
3006,李封,brother,未知
1331,韩综,brother,未知
3836,士廞,brother,士徽
3836,士廞,brother,士祗
3836,士廞,brother,士干
3836,士廞,brother,士颂
58,诸葛恪,brother,诸葛乔
58,诸葛恪,brother,诸葛融
180,华雄,brother,未知
2892,蒋延,brother,未知
142,太史享,brother,未知
3357,陆尚,brother,未知
304,陈登,brother,陈应[东汉]
357,高翔,brother,未知
251,夏侯咸,brother,未知
319,诸葛诞,brother,未知
328,王双[讨蜀],brother,未知
116,陈到,brother,未知
1006,孔秀,brother,未知
316,王濬,brother,未知
33,太史慈,brother,未知
2,廖化,brother,未知
86,周胤,brother,周循
86,周胤,brother,周氏
64,马谡,brother,马良
290,邓艾,brother,未知
253,许攸[袁绍],brother,未知
884,笮融,brother,未知
1051,马元义,brother,未知
250,夏侯杰,brother,未知
4432,吴子兰,brother,未知
1080,史涣,brother,未知
516,简雍,brother,未知
478,刘璋,brother,刘范
478,刘璋,brother,刘诞
478,刘璋,brother,刘瑁
3008,李伏,brother,未知
5676,崔毅,brother,未知
225,曹丕,brother,曹昂
225,曹丕,brother,曹彰
225,曹丕,brother,曹植
225,曹丕,brother,曹熊
225,曹丕,brother,曹铄
225,曹丕,brother,曹冲
225,曹丕,brother,曹据
225,曹丕,brother,曹宇
225,曹丕,brother,曹林
225,曹丕,brother,曹衮
225,曹丕,brother,曹玹
225,曹丕,brother,曹峻
225,曹丕,brother,曹矩
225,曹丕,brother,曹干
225,曹丕,brother,曹子上
225,曹丕,brother,曹彪
225,曹丕,brother,曹子勤
225,曹丕,brother,曹子乘
225,曹丕,brother,曹子京
225,曹丕,brother,曹子棘
225,曹丕,brother,曹茂
225,曹丕,brother,曹宪
225,曹丕,brother,曹节[魏]
225,曹丕,brother,曹华
225,曹丕,brother,曹节[献穆皇后]
225,曹丕,brother,安阳公主
225,曹丕,brother,曹徽
225,曹丕,brother,曹均
225,曹丕,brother,曹乘
225,曹丕,brother,曹棘
225,曹丕,brother,曹京
225,曹丕,brother,曹上
225,曹丕,brother,曹整
225,曹丕,brother,金乡公主
144,曹爽,brother,曹羲
144,曹爽,brother,曹训
144,曹爽,brother,曹则
144,曹爽,brother,曹彦
144,曹爽,brother,曹皑
3567,庞德公,brother,未知
87,孙夫人,brother,孙策
87,孙夫人,brother,孙权
87,孙夫人,brother,孙翊
87,孙夫人,brother,孙匡
87,孙夫人,brother,孙朗
263,刘禅,brother,刘永
263,刘禅,brother,刘理
1504,刘基,brother,刘尚
1504,刘基,brother,刘铄
15,夏侯渊,brother,未知
200,颜良,brother,未知
2488,毌丘兴,brother,未知
118,刘表,brother,未知
260,赵广,brother,赵统
5861,韩信,brother,未知
1001,焦触,brother,未知
71,董和[蜀],brother,未知
375,辛毗,brother,辛评
233,诸葛均,brother,诸葛瑾
233,诸葛均,brother,诸葛亮
2203,杜夫人,brother,未知
4527,萧建,brother,未知
13,夏侯惇,brother,夏侯廉
728,吕乂,brother,未知
1266,彭羕,brother,未知
539,司马徽,brother,未知
1384,诸葛玄,brother,诸葛珪
21,鲁肃,brother,未知
5088,张惇,brother,未知
3847,司隶,brother,未知
4383,文休,brother,文岱
130,伊籍,brother,未知
5926,老子,brother,未知
27,周泰,brother,未知
5146,张陵[东汉],brother,未知
1200,邹氏,brother,未知
4317,韦诞,brother,韦康
5736,杜睿,brother,未知
122,蒯越,brother,未知
89,士燮,brother,士壹
89,士燮,brother,士(黄有)
89,士燮,brother,士武
89,士燮,brother,士{黄有}
659,袁术,brother,袁绍
659,袁术,brother,袁遗
659,袁术,brother,袁基
659,袁术,brother,袁胤
659,袁术,brother,袁闳
4968,虞歆,brother,未知
956,昭烈皇后,brother,未知
205,曹熊,brother,曹昂
205,曹熊,brother,曹丕
205,曹熊,brother,曹彰
205,曹熊,brother,曹植
205,曹熊,brother,曹铄
205,曹熊,brother,曹冲
205,曹熊,brother,曹据
205,曹熊,brother,曹宇
205,曹熊,brother,曹林
205,曹熊,brother,曹衮
205,曹熊,brother,曹玹
205,曹熊,brother,曹峻
205,曹熊,brother,曹矩
205,曹熊,brother,曹干
205,曹熊,brother,曹上
205,曹熊,brother,曹彪
205,曹熊,brother,曹勤
205,曹熊,brother,曹乘
205,曹熊,brother,曹整
205,曹熊,brother,曹京
205,曹熊,brother,曹均
205,曹熊,brother,曹棘
205,曹熊,brother,曹徽
205,曹熊,brother,曹茂
205,曹熊,brother,曹宪
205,曹熊,brother,曹节[魏]
205,曹熊,brother,曹华
205,曹熊,brother,曹节[献穆皇后]
205,曹熊,brother,安阳公主
205,曹熊,brother,金乡公主
5314,甄姜,brother,文昭皇后
5314,甄姜,brother,甄道
5314,甄姜,brother,甄荣
5314,甄姜,brother,甄脱
5314,甄姜,brother,甄俨
5314,甄姜,brother,甄尧
5314,甄姜,brother,甄豫
42,贾诩,brother,贾彩
482,刘辟,brother,未知
4929,游楚,brother,未知
3924,苏越,brother,未知
178,陈琳,brother,未知
438,费诗,brother,未知
309,小乔,brother,大乔
2383,高堂琛,brother,未知
221,淳于琼,brother,未知
1324,宋忠,brother,未知
1064,牵弘,brother,牵嘉
5725,花永,brother,未知
653,蒋干,brother,未知
3024,李姬,brother,未知
2818,霍笃,brother,未知
62,曹彰,brother,曹昂
62,曹彰,brother,曹丕
62,曹彰,brother,曹植
62,曹彰,brother,曹熊
62,曹彰,brother,曹铄
62,曹彰,brother,曹冲
62,曹彰,brother,曹据
62,曹彰,brother,曹宇
62,曹彰,brother,曹林
62,曹彰,brother,曹衮
62,曹彰,brother,曹玹
62,曹彰,brother,曹峻
62,曹彰,brother,曹矩
62,曹彰,brother,曹干
62,曹彰,brother,曹上
62,曹彰,brother,曹彪
62,曹彰,brother,曹勤
62,曹彰,brother,曹乘
62,曹彰,brother,曹整
62,曹彰,brother,曹京
62,曹彰,brother,曹均
62,曹彰,brother,曹棘
62,曹彰,brother,曹徽
62,曹彰,brother,曹茂
62,曹彰,brother,曹宪
62,曹彰,brother,曹节
62,曹彰,brother,曹华
62,曹彰,brother,曹节[献穆皇后]
62,曹彰,brother,安阳公主
62,曹彰,brother,金乡公主
786,陈式,brother,未知
545,法正,brother,未知
1007,乐就,brother,未知
1257,王异,brother,未知
904,郭攸之,brother,未知
6,郭淮,brother,郭配
6,郭淮,brother,郭镇
6,郭淮,brother,郭豫
769,王修,brother,未知
1326,孙奋,brother,孙登
1326,孙奋,brother,孙和
1326,孙奋,brother,孙霸
1326,孙奋,brother,孙休
1326,孙奋,brother,孙亮
1326,孙奋,brother,孙鲁班
1326,孙奋,brother,孙鲁育
1326,孙奋,brother,孙登[吴]
1326,孙奋,brother,孙虑[孙权子]
1326,孙奋,brother,孙氏[刘纂妻]
1118,王子服,brother,未知
829,蒋琬,brother,刘敏(外弟)
701,吕翔,brother,未知
4003,全皇后,brother,全纪
562,马邈,brother,未知
784,牛金,brother,未知
1490,雷绪,brother,未知
272,严颜,brother,未知
1263,张著,brother,未知
1057,麋夫人,brother,麋竺
1057,麋夫人,brother,麋芳
5247,张仲,brother,未知
177,沮授,brother,沮宗
32,曹仁,brother,曹纯
119,刘琦,brother,刘琮
119,刘琦,brother,刘修
119,刘琦,brother,刘琮[刘表子]
3542,饶助,brother,未知
81,诸葛瑾,brother,诸葛亮
81,诸葛瑾,brother,诸葛均
12,张杨,brother,未知
662,皇甫嵩,brother,未知
90,曹洪,brother,未知
988,胡质,brother,未知
145,曹休,brother,未知
5826,项羽,brother,未知
273,张任,brother,未知
4743,严密,brother,未知
78,祝融,brother,带来洞主
389,管辂,brother,管辰
389,管辂,brother,管季儒
1247,刘和,brother,未知
1048,马隆,brother,未知
45,黄权,brother,未知
1028,梁绪,brother,梁虔
5679,苟安,brother,未知
5125,张臶,brother,未知
945,董衡,brother,未知
1165,袁隗,brother,袁平
1165,袁隗,brother,袁成
1165,袁隗,brother,袁逢
517,刘焉,brother,未知
279,姜维,brother,未知
3108,梁冀,brother,未知
1863,曹殷,brother,曹冏[曹叡子]
1863,曹殷,brother,曹穆
1863,曹殷,brother,临汾公主
1863,曹殷,brother,曹淑
1863,曹殷,brother,齐长公主
5959,刘保,brother,未知
2283,纺绩,brother,未知
790,武安国,brother,未知
4376,文稷,brother,未知
141,凌统,brother,未知
4769,宴荔游,brother,未知
1222,是仪,brother,未知
5663,卞皇后[曹髦妻],brother,未知
1375,许昌,brother,未知
95,曹髦,brother,曹启
95,曹髦,brother,曹穆
95,曹髦,brother,曹殷
778,张嶷,brother,未知
733,陆凯,brother,陆胤
292,刘封,brother,无
1511,卜己,brother,未知
472,徐荣,brother,未知
538,左慈,brother,未知
763,何进,brother,何苗
763,何进,brother,何皇后
763,何进,brother,何氏
763,何进,brother,灵思皇后
854,王匡,brother,未知
3629,濮阳闿,brother,未知
169,李儒,brother,未知
5257,赵宠,brother,未知
121,蒯良,brother,蒯越
161,庞德,brother,未知
3715,阙宣,brother,未知
3173,刘奉林,brother,未知
14,张绣,brother,未知
1223,袁涣,brother,袁霸
1223,袁涣,brother,袁徽
1223,袁涣,brother,袁敏
194,邓茂,brother,未知
343,孙乾,brother,未知
585,邹靖,brother,未知
2197,窦武,brother,未知
50,郭嘉,brother,未知
238,夏侯霸,brother,夏侯衡
238,夏侯霸,brother,夏侯称
238,夏侯霸,brother,夏侯威
238,夏侯霸,brother,夏侯荣
238,夏侯霸,brother,夏侯惠
238,夏侯霸,brother,夏侯和
53,吕蒙,brother,未知
2563,邯郸商,brother,未知
1402,曹林,brother,曹冲　曹据　曹宇
1402,曹林,brother,曹植
1402,曹林,brother,曹彰
1402,曹林,brother,曹昂
1402,曹林,brother,曹冲
1402,曹林,brother,曹熊
1402,曹林,brother,曹丕
1402,曹林,brother,曹宇
1402,曹林,brother,曹华
1402,曹林,brother,曹节[献穆皇后]
1402,曹林,brother,曹衮
1402,曹林,brother,曹茂
1402,曹林,brother,安阳公主
1402,曹林,brother,曹彪
1402,曹林,brother,曹干
1402,曹林,brother,曹徽
1402,曹林,brother,曹矩
1402,曹林,brother,曹据
1402,曹林,brother,曹均
1402,曹林,brother,曹峻
1402,曹林,brother,曹铄
1402,曹林,brother,曹玹
1402,曹林,brother,曹乘
1402,曹林,brother,曹棘
1402,曹林,brother,曹京
1402,曹林,brother,曹上
1402,曹林,brother,曹整
1402,曹林,brother,金乡公主
1402,曹林,brother,曹宪
75,荀彧,brother,荀衍
75,荀彧,brother,荀谌
208,韩遂,brother,未知
6018,桓温,brother,未知
5445,周条,brother,未知
74,陆逊,brother,陆瑁&;
74,陆逊,brother,陆瑁
638,诸葛尚,brother,诸葛京
638,诸葛尚,brother,诸葛质
3102,梁大,brother,未知
4,王平,brother,未知
4930,游奕,father,未知
1865,曹邕,father,曹丕
3242,刘望之,father,未知
5850,吕产,father,未知
2227,杜阳,father,未知
3227,刘璩,father,刘禅
2406,耿况,father,未知
193,程远志,father,未知
2672,贺循,father,贺邵
5100,张纲,father,张浩
254,关平,father,关羽
4054,孙奕,father,孙韶
596,王忠[魏],father,未知
4389,乌伦,father,未知
4091,唐蹏,father,未知
3210,刘琳,father,刘劭
4183,王宏,father,王业[魏]
2086,宕蕈,father,未知
3607,裴宪,father,裴楷
5561,左悺,father,未知
2964,魁头,father,未知
3180,刘固,father,未知
5320,甄温,father,甄像
4032,孙松,father,孙翊
5382,钟峻,father,未知
3271,刘彦,father,未知
4045,孙秀[西晋],father,未知
4316,王祚,father,未知
1998,陈准,father,陈佐
5083,张纯[吴],father,张惇
4312,王子法,father,未知
3142,刘班,father,未知
2861,贾疋,father,未知
5562,左骏伯,father,未知
3221,刘普,father,未知
3016,李郃,father,未知
4191,王嘉,father,王琰
3167,刘敦,father,刘协
2286,费承,father,费祎
2153,董艾,father,董绥
2302,冯纯,father,冯朝
5140,张夔,father,未知
2025,程喜,father,未知
5498,朱贞,father,未知
3519,明德皇后,father,马援
5733,崔夫人,father,未知
3744,阮浑,father,阮籍
3877,司马颙,father,司马瑰
19,赵云,father,未知
312,卢植,father,未知
2092,邓辅,father,未知
5067,张白,father,张允[吴]
