编号,实体1,关系,实体2
3414,吕由,father,未知
1667,姚伷,father,未知
4357,魏滕,father,未知
4275,王雄,father,未知
1304,射援,father,未知
554,何晏,father,未知
5222,张异,father,未知
4344,卫恂,father,未知
2763,桓威,father,未知
2680,侯览,father,未知
3436,马和,father,未知
994,黄崇,father,黄权
2693,胡薄居姿职,father,未知
4362,魏种,father,未知
5356,郑熙,father,未知
287,吴懿,father,未知
1065,桥公,father,未知
4084,檀石槐,father,投鹿侯
2889,蒋休,father,蒋钦
1409,徐宣,father,未知
1742,不耐濊王,father,未知
3845,顺阳乡君,father,未知
1011,李孚,father,未知
5458,周直,father,未知
4578,徐存,father,未知
5109,张衡,father,张陵[东汉]
2207,杜基,father,未知
3004,李定,father,未知
3861,司马伦,father,司马懿
4637,许混,father,许劭
1224,臧洪,father,臧旻
1343,刘徽,father,未知
4252,王士,father,未知
2562,邯郸淳,father,未知
2377,高尚,father,未知
1687,白爵,father,未知
498,濮阳兴,father,濮阳逸
212,张横,father,未知
3116,梁统,father,未知
3401,吕睦,father,吕蒙
1584,白虎文,father,未知
3765,上党王,father,未知
2414,公仇称,father,未知
1367,马相,father,未知
1588,陈瑀,father,陈球
2706,胡母彪,father,未知
3390,吕翻,father,吕虔
3128,林恂,father,未知
4788,杨帛,father,未知
3787,沈友,father,未知
4306,王照,father,未知
1318,王商,father,未知
1524,陈曶,father,未知
974,郝萌,father,未知
906,吕凯[蜀],father,未知
1734,波调,father,未知
3900,宋玮,father,未知
748,骨进,father,未知
3394,吕桂,father,吕翻
2858,贾信,father,未知
6145,蔡讽,father,未知
833,向朗,father,未知
4748,严昕,father,未知
2114,邓骘,father,邓训
1749,蔡方,father,未知
3964,孙规,father,未知
2075,戴乾,father,未知
5999,子冥,father,未知
2321,扶禁,father,未知
4239,王潜,father,未知
518,许仪,father,许褚
3088,李越,father,未知
5642,李通[东汉],father,未知
3824,史路,father,未知
3633,普富卢,father,未知
2727,扈质,father,未知
5288,赵韪,father,未知
4832,杨条,father,未知
5081,张赤,father,未知
3459,马修,father,马忠[蜀]
2555,郭政,father,未知
4859,姚泰,father,未知
4192,王简,father,未知
6034,刘略[南海太守],father,未知
6095,姜维母,father,未知
5644,李仁[东汉],father,未知
4822,杨仆,father,未知
1218,边让,father,未知
4247,王深,father,王昶
2280,范先,father,未知
4228,王模,father,未知
3987,孙建,father,孙俊[孙河子]
2838,纪陟,father,纪亮
4596,徐旗,father,未知
2223,杜通,father,未知
1957,陈勤,father,未知
3312,刘租,father,未知
4945,俞赞,father,未知
3940,孙布,father,未知
5879,杜甫,father,未知
1711,卑湛,father,未知
5200,张翔,father,未知
5877,吴起,father,未知
3783,沈成,father,未知
1685,白侯子安,father,未知
3999,孙狼,father,未知
5436,周荣,father,未知
5036,袁准,father,袁涣
3334,卢显,father,未知
4561,辛冉,father,未知
5908,司马量,father,司马钧
1102,王惇,father,未知
1493,钟进,father,未知
3550,牛盖,father,未知
5176,张世,father,未知
1750,蔡风,father,未知
6134,中黄,father,未知
1581,关定,father,未知
5624,庞延[蜀],father,未知
3309,刘子惠,father,未知
2397,葛洪,father,葛悌
4339,卫弥,father,未知
2804,黄袭,father,未知
700,吕旷,father,未知
2169,董恢,father,未知
4780,阳群,father,未知
2042,淳于俊,father,未知
5666,夏恽,father,未知
3578,庞山民,father,庞德公
108,许靖,father,未知
267,公孙范,father,未知
2948,孔信,father,未知
6101,赵颜父,father,未知
908,费曜,father,未知
3980,孙徽,father,未知
4447,武韶,father,武周
3635,戚寄,father,未知
5966,司马睿,father,司马觐
4999,袁逢,father,袁汤
3935,孙安,father,孙贲
5064,詹强,father,未知
4607,徐他,father,未知
3204,刘括,father,未知
4452,习隆,father,习忠
3421,罗市,father,未知
6114,诸葛恪妻,father,未知
4541,谢厷,father,未知
1507,董扶,father,未知
5110,张弘,father,未知
2006,成弘,father,未知
4564,邢举,father,未知
5348,郑默,father,郑袤
3709,全熙,father,未知
882,张英,father,未知
984,胡济,father,未知
2385,高通,father,未知
6091,姜叙母,father,未知
2956,寇娄敦,father,未知
1281,张范,father,张延
3156,刘宠,father,未知
2390,高雅,father,未知
3788,审德,father,未知
6133,左伯桃,father,未知
1390,甘瑰,father,甘宁
3445,马齐,father,未知
5344,郑弘,father,未知
1310,邓方,father,未知
5187,张通,father,未知
4990,袁安,father,未知
5369,郑胄,father,郑札
1109,王门,father,未知
4901,尹卢,father,未知
3280,刘毅,father,刘睦
5171,张邵,father,未知
875,吾彦,father,未知
2972,郎稚,father,未知
1432,慕容烈,father,未知
635,胡班,father,胡华
396,樊建,father,未知
3303,刘植,father,未知
4355,魏迁,father,未知
2801,黄他,father,未知
3331,卢钦,father,卢毓
4062,孙毓,father,孙观
2871,姜冏,father,未知
5123,张俭[东汉],father,张成
1648,阳仪,father,未知
4863,掖邪狗,father,未知
2482,管统,father,未知
2504,郭纯,father,未知
2689,张皇后[刘禅妻],father,张飞
5923,苏献,father,未知
5716,张普,father,未知
1716,毕瑜,father,未知
4249,王生,father,未知
4168,王飞枭,father,王凌
1319,张超[张邈弟],father,未知
3694,屈绪,father,屈晃
4944,鱼豢,father,未知
2179,董嗣,father,未知
1594,夏恂,father,未知
3734,任奕,father,未知
918,蔡阳,father,未知
3048,李韶,father,未知
941,丁仪,father,丁冲
4081,谭正,father,未知
4534,谢承,father,谢煚
2759,桓邵,father,未知
2803,黄吴,father,未知
732,士壹,father,士赐
4136,王豹,father,未知
5062,翟文耀,father,未知
3308,刘柱,father,未知
211,李堪,father,未知
393,张闿,father,未知
5549,邹临,father,未知
2258,樊阿,father,未知
5518,诸葛诠,father,诸葛冲
2808,黄邕,father,黄权
176,司马伷,father,司马懿
1763,蔡元才,father,未知
2792,黄朗,father,未知
5449,周遗,father,未知
1583,祖郎,father,未知
3740,如淳,father,未知
577,宋扬,father,未知
4371,文岱,father,文聘
2811,黄珍,father,未知
1101,王必,father,未知
1466,韩龙,father,未知
1661,赵浮,father,未知
125,苏飞,father,未知
1772,曹彬[曹操弟],father,未知
2705,胡母班,father,未知
3139,刘阿,father,未知
2152,冬逢,father,未知
594,杨丑,father,未知
1628,曹茂,father,曹操
4821,杨沛,father,未知
4851,杨竺,father,未知
2273,氾嶷,father,未知
1540,殷观,father,未知
175,司马望,father,司马孚
3163,刘诞,father,刘焉
2567,韩斌,father,未知
1321,陈容,father,未知
1322,焦和,father,未知
3158,刘慈,father,未知
3299,刘整,father,未知
1714,毕谌,father,未知
2034,池阳君,father,未知
1660,李历,father,未知
2110,邓由,father,未知
1529,于毒,father,未知
2974,狼路,father,未知
3997,孙伉,father,未知
4584,徐和,father,未知
3120,梁寓,father,未知
214,成宜,father,未知
3111,梁岐,father,未知
1598,冯则,father,未知
5153,张旻,father,未知
3814,石建,father,未知
4119,宣阳乡君,father,未知
1914,陈宝,father,未知
5277,赵钦,father,未知
955,伏寿,father,伏完
5178,张式,father,未知
5351,郑泉,father,未知
1533,张雷公,father,未知
3652,钱钦,father,未知
3841,舒伯膺,father,未知
4792,杨赐,father,杨秉
2353,高艾,father,未知
2712,胡卫,father,未知
1873,曹珍,father,未知
2917,晋宗,father,未知
3995,孙楷,father,孙韶
4653,许勋,father,许慈
2800,黄叔度,father,未知
2952,孔乂,father,未知
4052,孙怡,father,未知
2855,贾穆,father,贾诩
2073,戴烈,father,未知
3978,孙奂,father,孙静
3419,罗厉,father,未知
113,马忠[吴],father,未知
3904,苏伯,father,未知
2122,刁嘉,father,未知
2810,黄元,father,未知
1927,陈端,father,未知
4790,杨崇,father,未知
3090,李允,father,未知
3021,李桓,father,未知
5011,袁敏,father,未知
2947,孔羡,father,未知
5114,张护雄,father,张嶷
4087,唐固,father,未知
3606,裴遐,father,裴绰
1913,陈败,father,未知
3231,刘邵,father,未知
3843,舒燮,father,未知
3087,李玉,father,未知
5235,张咏,father,未知
4416,吴穰,father,未知
1966,陈寔,father,未知
4335,卫旌,father,未知
3803,施宽,father,未知
5073,张秉,father,未知
4549,谢奇,father,未知
4595,徐平,father,徐陵
5333,徵崇,father,未知
5334,正昂,father,未知
2920,靳允,father,未知
5280,赵泉,father,未知
4160,王度,father,未知
3166,刘惇,father,未知
3395,吕合,father,未知
4847,杨原,father,未知
4173,王肱,father,未知
2936,麋照,father,麋威
4071,孙子才,father,未知
1249,高堂隆,father,未知
2559,郭祖,father,未知
5343,郑甘,father,未知
5427,周旌,father,未知
749,潘临,father,未知
1410,卢毓,father,卢植
3002,李觌,father,未知
2241,段训,father,未知
2961,蒯祺,father,未知
4411,吴免,father,未知
916,蔡贡,father,未知
3895,宋金,father,未知
4069,孙咨,father,孙皎
5259,赵犊,father,未知
2599,韩晏,father,未知
5419,周谷,father,未知
5248,张属,father,未知
3708,全吴,father,全琮
1185,钟离斐,father,未知
3613,彭材,father,未知
1525,郑绰,father,未知
3820,史郃,father,未知
4303,王泽,father,未知
5853,刘章,father,未知
1794,曹贡,father,曹丕
3238,刘铄,father,刘繇
3982,孙姬,father,未知
4694,荀缉,father,荀攸
5729,邓敦,father,未知
3628,蒲忠,father,未知
1283,苏则,father,未知
5402,种暠,father,未知
3364,陆晏,father,陆抗
3853,司马洪,father,司马望
3174,刘夫人,father,未知
477,韩暹,father,未知
2457,顾邵,father,顾雍
4196,王靖,father,未知
1387,荀恽,father,荀彧
3018,李鸿,father,未知
3631,濮阳逸,father,未知
2147,丁忠,father,未知
944,董贵人,father,董承
3305,刘仲始,father,未知
4772,羊衜[吴],father,未知
2701,胡伉,father,未知
2793,黄龙,father,未知
3605,裴頠,father,裴秀
5648,郭诞[吴],father,未知
2677,洪明,father,未知
4808,杨敬叔,father,未知
2901,焦先,father,未知
4027,孙绍[孙策子],father,孙策
2398,葛奚,father,未知
1376,阎忠,father,未知
3220,刘平,father,未知
3992,孙俊[孙和子],father,孙和
4259,王松,father,未知
5844,周公,father,未知
2417,公孙犊,father,未知
5423,周护,father,周峻
1649,田韶,father,未知
262,娄圭,father,未知
1053,毛炅,father,未知
2044,淳于式,father,未知
2999,李成,father,未知
3136,令狐邵,father,未知
3450,马氏,father,马超
1779,曹炽,father,曹褒
2393,高祚,father,未知
4609,徐武,father,徐邈
243,董昭,father,未知
3857,司马俊,father,司马量
534,王伉,father,未知
541,董厥,father,未知
5889,曹参,father,未知
3825,士赐,father,未知
2427,公孙述,father,未知
4302,王则,father,未知
1246,杜畿,father,未知
2796,黄琼,father,未知
4799,杨恭,father,未知
321,张纮,father,未知
4853,杨宗,father,未知
3353,陆康,father,未知
5730,卢逊,father,未知
4457,习祯,father,未知
3636,祁庚,father,未知
5519,诸葛融,father,诸葛瑾
1386,董奉,father,未知
2069,带固,father,未知
821,曹操叔父,father,未知
1800,曹徽,father,曹操
5620,孙绰[孙暠子],father,孙暠
626,侯成,father,未知
1829,曹绍,father,未知
3475,满伟,father,满宠
3291,刘元起,father,未知
2171,董季中,father,未知
2230,杜友,father,未知
4455,习温,father,未知
2860,贾栩,father,未知
2641,何雄,father,未知
4648,许叔龙,father,未知
4343,卫文经,father,未知
5319,甄脱,father,甄逸
492,越吉,father,未知
1941,陈焦,father,未知
3203,刘琨,father,未知
1289,常林,father,常伯先
511,公孙康,father,公孙度
1962,陈邵,father,未知
654,周旨,father,未知
1497,成公英,father,未知
4449,武周,father,未知
1259,刘氏[袁绍妻],father,未知
4293,王营,father,未知
3617,彭绮,father,未知
4789,杨粲,father,未知
4263,王同[东汉],father,未知
3044,李权,father,未知
2350,甘醴,father,未知
5528,诸葛璋,father,未知
155,孙霸,father,孙权
5013,袁沛,father,未知
5429,周巨,father,周群
5060,翟丹,father,未知
4501,夏侯纂,father,未知
1191,周善,father,未知
4412,吴平,father,未知
991,桓治,father,未知
4818,杨敏,father,未知
3651,钱博,father,未知
5550,邹岐,father,未知
5326,甄尧,father,甄逸
2497,炅母,father,未知
227,郭图,father,未知
1275,李重,father,李秉
5371,治无戴,father,未知
5532,祝公道,father,未知
4398,吴范,father,未知
4124,田银,father,未知
4876,阴化,father,未知
3479,毛晖,father,未知
4610,徐翕,father,未知
368,邓忠,father,邓艾
3720,任度,father,未知
1314,刘邕,father,未知
170,温恢,father,温恕
3076,李业,father,未知
2870,姜合,father,未知
1277,王蕃,father,未知
2448,顾承,father,顾邵
2360,高蕃,father,未知
1313,辅匡,father,未知
1919,陈策,father,未知
4865,伊健妓妾,father,未知
1272,李整,father,李乾
1267,刘阐,father,刘璋
3306,刘胄,father,未知
1477,王晟,father,未知
1369,任岐,father,未知
4482,夏侯廉,father,未知
4766,颜俊,father,未知
4144,王才,father,未知
109,麋竺,father,未知
4535,谢崇,father,谢承
239,夏侯惠,father,夏侯渊
322,孙礼,father,未知
4345,卫臻,father,卫兹
1585,管承,father,未知
3718,扰龙宗,father,未知
4793,杨迪,father,未知
597,郭石,father,未知
5430,周峻,father,未知
2985,乐肇,father,乐綝
4051,孙仪,father,孙皎
3253,刘献,father,未知
5506,诸葛恢,father,诸葛靓
1142,荀爽,father,荀淑
4230,王默,father,王机
5122,张嘉,father,未知
2135,丁览,father,未知
1132,辛敞,father,辛毗
1219,阮瑀,father,未知
4795,杨丰,father,未知
6022,李康,father,未知
760,苻健,father,未知
1090,孙皎,father,孙静
901,庞羲,father,未知
1950,陈茂,father,未知
4975,庾纯,father,庾遁
3669,秦晃,father,未知
40,王戎,father,王浑[凉州刺史]
4179,王海,father,未知
4579,徐方,father,未知
2170,董箕,father,未知
1397,何夔,father,未知
282,孙韶,father,未知
2684,侯谐,father,未知
3393,吕贡,father,未知
4600,徐孺子,father,未知
3974,孙弘,father,未知
5374,智郁筑鞬,father,未知
3446,马秦,father,未知
4737,严圭,father,未知
4625,徐忠,father,未知
68,国渊,father,未知
2271,樊子昭,father,未知
4909,隐蕃,father,未知
5995,萧望,father,未知
969,韩福,father,未知
1475,马承,father,马超
1271,李乾,father,未知
1545,孙贲,father,孙羌
5179,张爽,father,未知
1012,李辅,father,未知
1093,孙震,father,孙邻
1702,鲍韬,father,鲍丹
2687,后钱,father,未知
4725,荀昱,father,未知
967,郭马,father,未知
2612,郝温,father,未知
3951,孙恩,father,孙绰[孙暠子]
5864,申生,father,未知
202,马腾,father,马肃
2777,皇甫隆,father,未知
112,马忠[蜀],father,未知
5744,裴绪,father,未知
5503,诸葛绰,father,诸葛恪
55,孙静,father,孙钟
187,郭汜,father,未知
5592,荀氏[毌丘俭儿媳],father,未知
3301,刘政,father,未知
5483,朱铄,father,未知
186,李傕,father,未知
6149,贾彩,father,贾龚
4281,王训,father,王平
57,刘理,father,刘备
4626,徐众,father,未知
4783,杨阿若,father,未知
247,夏侯兰,father,未知
5695,黄奎,father,黄琬
3570,庞恭,father,未知
3101,梁不疑,father,未知
306,董袭,father,未知
2184,董遇,father,未知
2308,冯礼,father,未知
1183,郑文,father,未知
199,刘豹[匈奴],father,未知
4217,王烈,father,未知
2266,樊英,father,未知
460,傅肜,father,未知
1679,阿骛,father,未知
4451,奚熙,father,未知
83,吕虔,father,未知
1015,李乐,father,未知
3723,任嘏,father,任旐
3348,陆机,father,陆抗
4668,薛房,father,未知
4597,徐钦,father,徐宣
758,强端,father,未知
5925,蒋雄,father,未知
2023,程威,father,未知
1229,难升米,father,未知
4867,伊夷模,father,伯固
3355,陆瑁,father,陆骏
3429,麻余,father,简位居
4553,谢渊,father,未知
5165,张泉,father,张绣
808,王甫,father,未知
5681,严氏,father,未知
3732,任延,father,未知
3254,刘详,father,未知
526,陆绩,father,陆康
4814,杨林,father,未知
231,曹羲,father,曹真
5870,张良,father,张平
2237,段颎,father,未知
5442,周舒,father,未知
1282,凉茂,father,未知
1217,枣祗,father,未知
3665,秦伯南,father,未知
816,孙朗,father,孙坚
3722,任福,father,未知
1792,曹馥,father,曹洪
66,邓芝,father,未知
5529,诸葛直,father,未知
4834,杨伟,father,未知
5135,张就,father,张恭
3879,司马遹,father,司马衷
3759,山简,father,山涛
5494,朱寓,father,未知
3914,苏仆延,father,未知
4634,许定,father,未知
5827,刘胜,father,刘启
5116,张奂,father,未知
2673,贺质,father,贺达
1647,柳毅,father,未知
4643,许乾,father,未知
1624,全柔,father,未知
3668,秦夫人,father,未知
5963,裴松之,father,未知
3690,麴英,father,未知
930,陈元[西晋],father,未知
